gene_name	TCGA-B6-A0IM	TCGA-B6-A0X4	TCGA-BH-A1FR	TCGA-E2-A14Z	TCGA-BH-A1EV	TCGA-B6-A0X1	TCGA-BH-A18V	TCGA-EW-A1P8	TCGA-PE-A5DC	TCGA-BH-A1F8	TCGA-BH-A1FU	TCGA-BH-A1FM	TCGA-BH-A18M	TCGA-BH-A0EA	TCGA-BH-A18V.1	TCGA-BH-A1F6	TCGA-BH-A18K	TCGA-BH-A1EY	TCGA-BH-A1EW	TCGA-A7-A13E	TCGA-BH-A18S	TCGA-AC-A2FM	TCGA-B6-A0IG	TCGA-BH-A1EU	TCGA-D8-A1Y1	TCGA-HN-A2OB	TCGA-AR-A0TY	TCGA-E9-A1NG	TCGA-B6-A0IC	TCGA-BH-A18T	TCGA-A2-A0T2	TCGA-B6-A0RS	TCGA-A2-A0CO	TCGA-AR-A256	TCGA-B6-A0WX	TCGA-BH-A18K.1	TCGA-BH-A18U	TCGA-BH-A1EO	TCGA-AQ-A7U7	TCGA-A7-A13E.1	TCGA-A2-A04P	TCGA-BH-A1FH	TCGA-A8-A08L	TCGA-AR-A1AT	TCGA-BH-A1F0	TCGA-OL-A5D6	TCGA-B6-A3ZX	TCGA-BH-A18Q	TCGA-BH-A1FG	TCGA-BH-A18L	TCGA-BH-A1EW.1	TCGA-BH-A1FE	TCGA-UU-A93S	TCGA-AR-A0TZ	TCGA-A8-A06X	TCGA-GM-A2DA	TCGA-BH-A1FL	TCGA-A2-A3XU	TCGA-BH-A208	TCGA-BH-A208.1	TCGA-B6-A0X5	TCGA-BH-A18M.1	TCGA-BH-A1FB	TCGA-AR-A24L	TCGA-A8-A08J	TCGA-A2-A0SV	TCGA-B6-A0I6	TCGA-AR-A0TR	TCGA-E9-A1N6	TCGA-BH-A1FB.1	TCGA-C8-A12Q	TCGA-B6-A0IH	TCGA-B6-A0X7	TCGA-BH-A1FD	TCGA-BH-A209	TCGA-BH-A1ET	TCGA-A7-A13E.2	TCGA-E9-A1RB	TCGA-AR-A1AR	TCGA-BH-A8FY	TCGA-BH-A1FC	TCGA-OL-A66K	TCGA-AC-A23H	TCGA-BH-A1FH.1	TCGA-E9-A1RB.1	TCGA-BH-A1EN	TCGA-B6-A409	TCGA-BH-A1FN	TCGA-E2-A2P5	TCGA-BH-A18Q.1	TCGA-B6-A0RH	TCGA-BH-A0BF	TCGA-B6-A0I9	TCGA-BH-A1F6.1	TCGA-E2-A1B4	TCGA-BH-A18J	TCGA-BH-A1F8.1	TCGA-A2-A0EW	TCGA-A2-A0CU	TCGA-AR-A2LK	TCGA-BH-A1EU.1	TCGA-BH-A1FE.1	TCGA-B6-A0IB	TCGA-A8-A08T	TCGA-BH-A1F2	TCGA-A7-A13E.3	TCGA-A8-A09X	TCGA-BH-A204	TCGA-E9-A245	TCGA-B6-A0WY	TCGA-BH-A1ES	TCGA-BH-A1FN.1	TCGA-E9-A1N6.1	TCGA-BH-A18V.2	TCGA-BH-A1FE.2	TCGA-BH-A1EX	TCGA-BH-A0BP	TCGA-BH-A203	TCGA-BH-A209.1	TCGA-BH-A18R	TCGA-BH-A1FR.1	TCGA-B6-A0IN	TCGA-E9-A2JS	TCGA-BH-A1ES.1	TCGA-A2-A0CM	TCGA-E9-A1NF	TCGA-BH-A1FC.1	TCGA-BH-A1EV.1	TCGA-BH-A1EN.1	TCGA-E9-A1NF.1	TCGA-E9-A1NG.1	TCGA-A2-A04V	TCGA-E9-A226	TCGA-BH-A18S.1	TCGA-BH-A1EO.1	TCGA-B6-A0I8	TCGA-AO-A03O	TCGA-B6-A0IP	TCGA-BH-A18U.1	TCGA-BH-A1F2.1	TCGA-B6-A0RM	TCGA-A2-A3XS	TCGA-BH-A1FD.1	TCGA-AC-A23H.1	TCGA-BH-A18P	TCGA-BH-A1FG.1	TCGA-BH-A1F0.1	TCGA-B6-A0IK	TCGA-B6-A0RP	TCGA-B6-A0WW	TCGA-BH-A1FJ	TCGA-A2-A0SW	TCGA-B6-A0WV	TCGA-BH-A1ET.1	TCGA-BH-A18N	TCGA-E2-A1LE	TCGA-BH-A203.1	TCGA-B6-A0RQ	TCGA-B6-A0WS	TCGA-BH-A1FJ.1	TCGA-BH-A18J.1	TCGA-AO-A03P	TCGA-BH-A0C1	TCGA-BH-A18N.1	TCGA-BH-A204.1	TCGA-AR-A0U2	TCGA-GM-A2D9	TCGA-E2-A15M	TCGA-E2-A1LK	TCGA-B6-A0I1	TCGA-A2-A0CS	TCGA-LL-A73Z	TCGA-AC-A2FM.1	TCGA-A2-A3XX	TCGA-BH-A1FU.1	TCGA-BH-A18P.1	TCGA-A2-A3XY	TCGA-BH-A42T	TCGA-AO-A03U	TCGA-BH-A18L.1	TCGA-BH-A1FM.1	TCGA-AC-A2FE	TCGA-C8-A3M7	TCGA-B6-A0RL	TCGA-B6-A0IE	TCGA-BH-A18R.1	TCGA-E2-A15M.1	TCGA-AR-A2LH
ENSG00000198899.2	3432.37038208	3543.3128163	4197.93115192	4838.32600438	5636.25378521	1562.90506952	2836.60162521	3209.45883788	6676.97733626	5167.65738225	4054.37236513	6804.56200551	2391.84052249	4101.55263814	4030.00394934	2870.1367158000003	4939.9124604	3107.95017203	2874.11471805	6604.09625716	1687.08046652	2744.00245811	6076.42893593	7201.19306605	3579.97218147	3427.14841317	4106.50006269	6383.3342852	5494.00322418	2536.6364520999996	10218.0105979	5430.50452675	5548.95436166	1873.32521193	2683.15899331	5925.61729908	2887.93245007	2245.3627110999996	1617.15813541	3180.32210515	18689.166771400003	3120.70053177	5426.86234251	1131.8362691	2673.20377277	3505.52365047	2516.96555954	3186.25585012	13687.250544	4567.05097481	2671.57572125	3460.76007792	9189.34508314	2096.29446384	4802.43107054	20245.7693903	2204.62537085	1920.7694840999998	4854.412404600001	6272.22898825	7881.2504817	3747.05849272	4080.21341361	3972.03484719	5138.64004675	4541.35513718	5126.04930816	1021.3357404999999	4344.17487099	2725.92164102	1911.84233663	3662.77822916	5097.46632117	7604.354094399999	4039.32676345	4526.5460041	55.4031657776	8773.22898216	3260.10865733	7186.38584158	1957.75409397	2048.72037655	2838.89749268	3798.83437049	4804.53898592	4337.81016603	7253.65740247	4061.24781942	8489.75910614	2553.99424584	2384.56530847	1917.97883223	4768.77977327	8748.51738369	3730.41812606	4424.3447362	2938.52887053	2969.60793262	8925.30490129	2073.92284575	3077.28474871	4669.87550188	5958.94672551	4664.82537504	5633.42123372	8214.67342549	4647.37797942	18031.7272023	2929.86810292	2922.36385601	2477.56112576	2687.84780185	3210.65079964	1335.49934631	3669.70894384	6514.79240361	3520.72586218	8116.36444924	4781.85893915	5420.06131499	3600.69772959	23230.883167900003	8263.50684951	1490.32093167	3225.04121258	5199.97343346	4426.40046492	6237.74580712	9067.474886700002	3821.94680439	2554.97490703	10641.0498646	2753.31423589	4493.77725556	7078.84149359	6030.69010155	1426.55332071	5829.74875587	2810.71083075	10902.5397573	4966.49193633	4705.85645502	4135.03425937	8169.45633596	11220.7739935	10996.4494668	5423.09668507	3099.1268984000003	2394.17519074	3653.20860376	1342.03188247	6344.42601013	2261.11501286	3045.67340945	3775.74618309	5721.1894812	4866.68079316	3803.52571915	2187.32212453	3782.71489175	3761.98288388	9717.59443327	1960.03105429	5353.69193995	7594.18461078	2453.4442901	7114.02602234	3344.59489442	3273.68677628	4271.94702915	4180.52871079	7990.02649639	2925.63968603	2350.11068576	3823.52151996	1624.3357675	2011.87548255	4542.89332892	2409.13759738	5028.059536	7982.34507974	2710.37020891	5570.68873028	4317.14185259	6499.46686869	7348.09414522	6522.42127777	3181.47903684
ENSG00000163697.15	12.905478436	15.023211979800001	10.0608717109	13.9587401007	8.09448211271	4.07347766751	3.20725676105	4.08584023485	11.052681188	8.276948306989999	13.0377659334	12.4815653204	17.43034393	7.97243536589	4.76178894468	2.05824428191	9.303045680519999	16.2899940793	17.8280899119	12.0622937851	10.3386041527	3.7204540933800008	3.8350881236500003	9.00531830443	10.7074493413	10.5055243665	10.4243039877	12.2391302299	36.3920930661	2.92709046399	2.3638057637900003	1.7603205311099996	9.468400108420001	2.29821746476	4.121780702200001	14.200228688	5.7669441783	11.107343524500001	12.915425841500001	2.12810322164	1.7934915608000002	10.5558759262	7.630373165619999	3.0773338015900005	5.62795268097	5.2961017823	2.04164444825	13.253138055099999	8.50656654882	22.0012470982	12.6439028528	16.0263559328	1.89973350255	20.9324774509	3.8017955490499995	11.524675625	12.1144647455	1.2955851159	8.297927821939998	9.06494479963	27.503971217399997	16.7053370518	10.2634051271	21.3317459704	8.70303992469	3.79179522916	8.32361102663	15.0896563201	8.30647185441	12.3532095203	9.32760624346	12.6635954248	10.965472061199998	14.0586224997	4.70455649121	13.3129035297	3.4436137458099996	10.129782347699999	3.0237902208499996	13.129465521199998	6.104899630580001	8.35945270132	9.09457301976	6.51201184186	7.141487558310001	2.8583367577599996	1.8902763538499998	7.98941918858	8.99926446491	6.752668754889999	4.75572332342	7.705926653230001	25.3384622793	15.714322862000001	11.663759563800001	8.14044188001	5.13326173875	12.4831196396	18.2918017225	32.0145079038	14.0967950048	6.86109295244	6.43113670905	9.19875908833	14.4683775462	7.5908964931	3.1641669065400007	13.8343003758	21.1395693946	8.859353692660001	15.0095145802	7.24695830918	15.7155737975	3.36822004098	12.869013848900002	10.9082103202	11.3099030953	15.1017375668	11.8162371074	8.18362017311	12.892195190499999	4.9573974963800005	3.7895885902800006	2.42609371036	3.22529999171	11.111054640499999	10.7233358081	12.6116225293	11.9282822045	8.52071750292	11.6473070315	8.26446712981	18.9555273956	8.86915359494	8.93712838764	16.0771449412	33.2613136879	11.4866675552	11.2692348854	12.715398974300001	7.524842160639999	2.9300163620200004	14.965788955499999	8.4805517157	12.0434441498	13.2483019793	10.6802793622	7.23508077248	16.285412654	27.4953210327	16.9285742698	8.1953752708	17.4737727283	9.723996760750001	22.956411308899998	4.58711463719	19.6561660413	7.09122752636	6.299417633890001	11.085587108599999	15.2792887823	10.5711128818	13.310571409200001	11.9609302254	21.144412225	12.3979321273	8.328721464500001	12.0254103318	4.0108494735699995	0.82395109552	7.55943809637	5.00818825177	8.71283513104	2.24271878266	7.04964897114	8.25617354712	2.9793604181599997	7.62239223099	5.631513664600001	15.9280466132	14.6641140425	11.79807151	9.96929365222	6.366628553180001	7.781974776139999	11.5527239833	10.510417487	4.39218039556
ENSG00000244044.3	0.0	0.0	0.0817431788341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07010361294360001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050411578232500004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24583423555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057936176948999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310994494506	0.0	0.0	0.19017838568599998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0412155171305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0561055547555	0.0	0.0	0.0	0.0	0.0
ENSG00000196169.13	0.00217043627766	0.0045492708295	0.43167355290700005	0.0981485750096	0.077875803886	0.20880645294300001	0.0542602032797	0.027390588046800002	0.153729422151	0.383820346236	0.513559822048	0.32232922161	0.136413093551	0.275210149645	0.211812563379	1.0762538563600001	0.188581302472	0.00394317951877	0.27040862876	0.137621767669	0.0115992479501	0.378782980363	0.0241828794998	0.139182780375	0.019469729083599997	0.22561028220100002	0.071110101494	0.192778886051	0.0	0.035456143014000005	0.0552098123332	0.09184684221239998	1.2524126288	0.0486460851885	0.206362621209	2.47597990353	0.0285447349381	0.028209375248099997	0.9162133080220001	0.0398625667996	0.09177278820569999	0.57605737245	0.372940677281	0.118090434241	0.518850071511	0.0362947783325	0.558819808722	0.358728167371	0.044317291257800005	0.0606455118531	0.20382531462099998	0.15570066506799998	0.0668811914322	0.0191303968261	0.0782090554675	0.21124926618	0.0813264705426	0.448387246374	0.278938899529	0.0463050578185	0.0041916744078599995	0.351137848151	0.24040351091899997	0.0105495156384	0.0156597668552	0.0271139989453	0.0265776103976	0.0248625749538	0.312871087001	0.13344737576	0.047016240703	0.7502939501639999	0.219847743701	0.275934498009	0.159796107499	0.36580178906800004	0.055286260908699994	0.25706047268800003	0.0212550164617	0.07292857545860001	0.303351145163	0.159561379228	0.0024024514418499996	0.311560114522	0.0062943452532	0.00753853706783	4.3524186256999995	0.241175716272	0.047992521047099994	0.108047236795	0.124755549427	0.254657049551	0.043855510275999994	0.23214381314	0.0162328984092	0.2044996823	0.011401991447000001	0.265149463249	0.13404199771	0.0155887543729	0.084961279309	0.0771619840114	0.0306964621808	0.030930346168900003	0.0189488160282	0.0805056670175	0.21273973244000002	0.15855139194099999	0.127999495047	0.132757097435	0.0074260829962	0.027952055060900004	0.28878027387899996	0.5478760002090001	0.101333034775	0.023942611792900005	0.0920855856821	0.17570246017000002	0.372591909462	0.0685473489677	0.102623651174	0.046023544138099996	0.00833841298056	0.135654352904	0.21498558326699999	0.152109087907	0.242343938162	0.23059660360999998	0.671284376779	0.00806987343165	0.0256616449414	0.0262584081629	0.049461910589899995	0.42164173850500003	0.19713820399999998	0.0716625838118	0.11156503857899999	0.0578868352891	0.32095015556999995	0.285557365071	0.00599680482203	3.3228327012700003	0.0168843057049	0.0843453097915	0.302443176752	0.0324970749781	0.34952764236699996	0.058129387554199996	0.0222503465614	0.0	0.00990453906305	0.135915358392	0.0780296725479	0.0336128508092	0.0060757672031	0.052052364677300005	0.054901112191399995	0.07472342363810001	0.0415912663056	0.140834298961	0.0538154741193	0.012462060276899998	0.142508173727	0.31588331695300004	0.0	0.09065575634430001	0.096657159116	0.103981163578	0.275392660247	2.69742189089	0.333947353984	0.278923165312	0.0351136904186	3.8291080845	0.245798363492	0.0534059201392	0.735476373417	0.118809488022	0.0413933318563	0.482214435906	0.0026387170589300003	0.20786751460900002	0.203332897022	0.008429501045939999	0.187433451753	0.45787597440600003	0.32824364183800003	0.994548471782
ENSG00000223321.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0449511672294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19513792351599998	0.0	0.0	0.0	0.0	0.0	0.0	0.18735467862500002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036638665682699995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129157900381	0.0	0.0	0.0	0.0	0.0942999991341	0.0	0.0	0.0	0.0	0.041987994349300006	0.0	0.0	0.0	0.0	0.10230210827099999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137249192685	0.0	0.0	0.0	0.04253154580659999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46018779930299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213046100467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.276900123147	0.0	0.0	0.141541217016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0330210451902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000255157.1	0.0	0.0	0.0994542009148	0.0	0.0	0.0	0.055439772916199996	0.0	0.0	0.0	0.10971505289200001	0.0	0.0728569931464	0.0	0.0	0.0	0.0681793939705	0.185329437382	0.0756500330461	0.0	0.0	0.0	0.0568297668245	0.242281136208	0.0	0.0869154365855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0670801271045	0.0	0.161280994296	0.0	0.0	0.0	0.0	0.0	0.0	0.170585458163	0.13751063355999998	0.0	0.0	0.118764127379	0.09037537535060002	0.0630856142947	0.0	0.0499515917127	0.0	0.0	0.0597241268047	0.0	0.06126228167230001	0.0	0.0	0.0	0.10088361618899999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10311057209899999	0.0	0.0	0.0577724388649	0.0517851930308	0.216537855226	0.054422712686099994	0.09989857736989999	0.0	0.0	0.0	0.0	0.0	0.049305704483400006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052455573161500006	0.163488476835	0.0	0.10717871960200001	0.07162083202710001	0.0	0.061055954627	0.0415956263284	0.201478513807	0.0	0.0	0.0556621470829	3.02701307986	0.0	0.0	0.347075553878	0.0	0.0	0.0938390419902	0.0	0.131378428622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0685636213141	0.0	0.09619981412499999	0.0	0.12029076568399999	0.090406151952	0.0	0.0	0.0	0.0	0.0	0.0	0.0600640842455	0.0	0.0636401051654	0.0	0.0	0.0	0.0	0.058189166995400006	0.0	0.0	0.0	0.0	0.0	0.06450880682490001	0.0	0.0	0.0501455458421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0687643104031	0.0	0.0	0.0	0.0	0.0	0.0511970157169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000206759.1	0.114404304729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.252890975791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.190896893668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120222199497	0.133493088517	0.171183805145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140412911874	0.0	0.0	0.0	0.0	0.439736332096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13741072524599998	0.0	0.0	0.0	0.0	0.111213585422	0.0	0.0	0.20013047081799998	0.0	0.0	0.0	0.0	0.0	0.148567130898	0.0	0.0	0.0	0.485692385553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.110592234355	0.0	0.0	0.12463176102	0.0	0.0	0.0	0.0	0.0	0.235314720724	0.0	0.414585984247	0.0	0.0	0.460786387901	0.0	0.0	0.15063814116399998	0.0	0.0	0.0	3.8191286521599994	0.0	0.130582630045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10516848170700001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.839403731138	0.0	0.0	0.0	0.0	0.0	0.0	0.153787561826	0.0	0.215775284019	0.0	0.0	0.0	0.0	0.0	0.11149487982	0.0	0.0	0.0	0.134723179616	0.0	0.0	0.13159785734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44990396269599997	0.0	0.0	0.150232915855	0.0	0.191764840176	0.0	0.5993912890749999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226939.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027182311365700002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0996985433042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000067369.12	12.599329964	6.7981255254	5.07475950292	4.051190114980001	7.685165012020001	5.35904652965	7.5607371934600005	3.82643134501	4.46862161563	4.21168302489	7.38606702004	6.63831709789	8.253573987660001	7.27208361632	1.9294702067299998	2.35231103567	3.35800965577	6.6918891915400005	5.461756523330001	3.9905400527999997	6.66107193246	2.18480100355	3.73656482417	5.80310971768	4.20945404292	5.22656755143	3.8854890386400003	3.7383463146800007	8.40982557273	4.24411634357	1.8639545818599998	3.6598788381699996	4.50941982724	4.9397488242300005	2.8563927493700003	7.0766787636199995	4.61004830105	4.25175282297	6.511824118860001	4.50118594259	0.9804188175759999	6.02041118855	3.28447969057	7.098045721849999	3.9403779106	2.8489124011199998	3.74457406883	7.777374471960001	1.56230476813	4.07880864224	8.61943576779	5.7573939117699995	1.3526052978999998	11.535276355799999	5.396832197439999	2.1061275630000003	9.89496055764	0.669163862603	6.962707539339999	3.4849469107899997	3.2956608474199998	5.543172188350001	5.2390210781199995	9.60617082011	4.5437553062900005	3.6756363946199997	2.8351945076800003	8.870513548389999	5.5409498819400005	7.08425355004	8.885642624900001	4.67652598572	4.71234903059	3.8680303597300005	5.44753496359	7.00014947098	8.274809702739999	4.88635609861	4.63419895822	3.6806728119	3.27499043859	4.085498886619999	4.92408045333	3.4816274357	5.38791302322	2.97609443057	1.05160651842	3.4676046104	2.24505695986	3.2710758249799996	2.4192454785299997	5.577812263019999	3.39691108071	4.85800547933	3.23981783361	5.83747341909	2.65228348684	6.50458952035	6.88459058724	6.3978331086699995	8.003419873019999	7.7061537942100005	3.36803780117	6.22951426975	2.45151674813	4.72890697065	3.09686738522	2.88782516348	8.4039786181	3.93396753356	6.409330990680001	3.25399212037	3.85441631755	9.759482623119998	7.44759454375	6.72617649671	3.85430575569	5.4746994960099995	5.2145596849	6.48759421929	6.76102719811	1.60721932186	3.6418151878699994	2.9790493680299996	4.9847956005	3.80376928133	3.48955870007	6.83030175998	3.68704770859	3.7610169722800006	6.121428531830001	3.4757338505599997	5.2812734595199995	4.7007652995599996	2.3093448848099998	3.9367886951099997	7.739674078589999	6.58651570953	5.90340709363	4.89283234592	3.5225261991	2.37653247892	8.244454764439999	4.362009055540001	3.9283121129800005	2.56421958647	3.6581692118999998	5.15459245484	6.14907250266	5.55855124168	12.766768635	2.37464136951	5.432692937660001	7.349151028410001	7.9700353019399985	3.9321152028099995	2.72673974318	5.35275329364	5.46860412113	4.51900495946	4.27311813954	12.8658421576	4.79983237812	6.16149103165	5.33306567356	10.1986155758	3.5965092208300002	6.754909655950001	1.9171682256	1.02716403602	3.3906052191500002	2.87306951376	4.84139703388	2.23909453917	6.7259839277	12.749404441400001	3.53509097935	2.58591489162	3.83723425935	4.92202682637	1.96239626632	5.0786560638300005	4.62693971797	6.85450610338	1.81508375096	6.43496579295	4.51743701309	4.43482401228
ENSG00000219627.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
